screen_name,upper_letter_count,upper_ratio,followers_count,friends_count,bio_pronouns_count,bio_NNP_tags,bio_PRP_tags,bio_Yes_freq_terms,bio_No_freq_terms,bio_auto_Yes_freq_terms,bio_auto_No_freq_terms,class
@MamaCurtiss,2,0.16666666666666666,1073,1678,0,17,0,0,0,7,0,y
@NursesRound,2,0.16666666666666666,1068,2006,0,9,0,0,0,12,2,y
@OtterInTheStx,4,0.2857142857142857,1063,696,1,0,1,2,0,6,0,y
@evelynpm50,0,0.0,1060,2012,3,0,1,4,0,10,2,y
@future__nurse,0,0.0,1060,683,0,2,0,1,0,3,1,y
@_niyaamonae,0,0.0,1056,875,0,11,0,1,0,4,6,n
@LifeInTheICU,6,0.46153846153846156,1053,496,0,6,0,0,0,9,1,y
@Mikeys1Mum,2,0.18181818181818182,1052,2461,4,0,2,3,0,11,3,y
@sassnpolitics,0,0.0,1050,869,0,4,0,1,1,4,3,n
@patsy_glasgow,0,0.0,1048,1700,0,4,0,0,0,1,7,n
@sassy_md_sn,0,0.0,1044,703,0,4,0,1,0,2,2,n
@fd00ba57417d449,0,0.0,1042,934,0,4,0,0,0,9,2,y
@beachnurse269,0,0.0,1041,2993,0,0,0,0,0,0,2,n
@LapeNurse,2,0.2,1034,477,0,8,0,1,0,6,0,y
@Buffy3349,1,0.1,1031,1191,3,0,2,0,0,8,1,y
@Rwmartin72,1,0.09090909090909091,1030,2197,0,10,0,0,0,13,2,y
@getitkim,0,0.0,1026,333,1,0,0,3,1,11,2,y
@CharmantNiQ,3,0.25,1023,805,0,0,0,0,0,0,0,n
@mmistretta691,0,0.0,1022,992,3,1,3,5,0,8,5,y
@libertarianchik,0,0.0,1022,1043,0,6,0,0,0,7,1,y
@SoutheRNgirl767,3,0.1875,1021,1978,0,1,0,0,1,0,0,n
@ScuthernBeauty,2,0.13333333333333333,1021,984,0,13,0,0,0,8,0,y
@MixMylicious,2,0.15384615384615385,1019,1004,1,17,1,0,0,13,0,y
@fargoscargo1,0,0.0,1012,1291,0,6,0,0,0,1,2,n
@steveshaw1979,0,0.0,1008,936,6,1,4,0,0,5,5,n
@ManorRdGoods,3,0.23076923076923078,1001,948,0,6,0,1,1,10,3,y
@StudentNurse_UK,4,0.25,1001,1016,1,1,1,0,2,3,6,n
@keepinupwithni,0,0.0,1000,697,1,4,1,0,1,0,5,n
@kiwikiwipee,0,0.0,1000,1029,0,20,0,0,0,11,0,y
@_WhiskeyDarlin,2,0.13333333333333333,1000,1200,5,4,3,1,0,4,3,n
@SallyJoBradley1,3,0.1875,1000,1997,0,3,0,0,0,14,3,y
@Jirianranj,1,0.09090909090909091,991,863,1,2,0,0,1,2,0,n
@PoeticGoddness,2,0.13333333333333333,990,421,2,16,2,0,0,0,12,n
@aasthatwitting,0,0.0,989,31,0,3,0,0,0,0,3,n
@kristenmooody,0,0.0,989,677,1,10,2,0,0,0,7,n
@oswin_claire,0,0.0,984,1299,0,10,0,0,0,8,0,y
@nursing_dp,0,0.0,983,1917,0,0,0,0,0,3,0,y
@Aki__Nijou,2,0.18181818181818182,983,396,0,11,0,0,0,9,1,y
@abcdef__jee,0,0.0,982,581,0,0,0,0,0,0,1,n
@just_drew_me,0,0.0,977,507,2,7,1,0,0,6,0,y
@neil_catherine,0,0.0,969,816,0,6,0,1,1,9,0,y
@EZannuti,2,0.2222222222222222,967,2294,0,10,0,0,0,8,1,y
@PetRosewood,2,0.16666666666666666,965,0,0,2,1,0,1,11,3,y
@ObstetricsRN,3,0.23076923076923078,964,1743,0,0,0,0,0,8,0,y
@muchirijoyce1,0,0.0,964,1990,0,0,0,1,0,0,0,y
@AbbyHespah,2,0.18181818181818182,962,2011,0,13,0,0,0,5,1,y
@ohiamjessica,0,0.0,953,1322,2,1,1,1,1,2,3,n
@V_ofPSE,4,0.5,951,1116,2,4,1,0,0,12,1,y
@LiveAsQueenAnne,4,0.25,951,1950,0,11,0,0,0,9,0,y
@LynnieceMiss,2,0.15384615384615385,951,1886,0,2,0,0,0,2,5,n
@RNRecruiting,3,0.23076923076923078,951,35,3,3,3,0,0,2,7,n
@PatriciaLindbe3,2,0.125,950,1887,0,3,0,0,0,4,0,y
@kbdpgela,0,0.0,949,644,2,0,1,1,0,3,3,n
@jaretblidook,0,0.0,940,1986,2,2,2,0,0,11,1,y
@nursingstat,0,0.0,939,1654,2,5,0,1,0,9,5,y
@4wrapstolive,0,0.0,936,1642,1,12,1,1,0,6,1,y
@downtownlesbos,0,0.0,936,796,1,1,1,0,0,8,0,y
@WhiteJacketPink,3,0.1875,935,838,1,13,0,0,0,8,0,y
@Crashnebula14,1,0.07142857142857142,931,1924,1,5,1,0,0,2,8,n
@my_vetnurse,0,0.0,928,1674,2,0,1,0,0,4,7,n
@buckiewitmer,0,0.0,928,1047,0,0,0,0,0,1,0,y
@staffing_agent,0,0.0,926,1892,0,6,0,0,0,6,1,y
@lilklee821,0,0.0,922,2158,5,1,4,1,0,11,1,y
@BabsGreenEyes,3,0.21428571428571427,921,1227,3,0,3,0,0,7,2,y
@CoriBush4Senate,3,0.1875,914,588,0,7,0,0,0,1,0,y
@ElaineMenshouse,2,0.125,908,812,1,6,0,1,0,6,2,y
@srickenberg,0,0.0,905,895,2,7,0,0,0,12,2,y
@NCariddo,2,0.2222222222222222,904,1972,1,7,1,0,0,9,3,y
@nicolewest37,0,0.0,904,784,0,3,0,0,0,1,2,n
@savageonsite,0,0.0,904,898,0,13,0,0,0,2,6,n
@PBB_TeamJayme,5,0.35714285714285715,903,201,0,6,0,1,0,6,0,y
@LipNurse,2,0.2222222222222222,901,1331,0,2,0,0,1,3,4,n
@jessica_kimchi,0,0.0,901,113,4,0,2,4,1,6,3,y
@JoannaSapida,2,0.15384615384615385,899,2027,0,6,0,0,0,4,1,y
@Yourfitnurse,1,0.07692307692307693,898,756,3,4,2,1,0,6,2,y
@jobodyrn,0,0.0,893,1934,3,1,0,1,1,7,3,y
@LDNNURSE,8,0.8888888888888888,884,1796,1,2,0,1,0,4,1,y
@__dejamichelle,0,0.0,883,1731,0,2,0,0,0,1,2,n
@JoeKellyMP,4,0.36363636363636365,883,341,0,4,0,0,0,6,1,y
@Abette77Amanda,2,0.13333333333333333,883,1882,0,0,0,0,0,0,0,n
@SiskaSiskahattu,2,0.125,881,934,3,0,1,1,0,6,1,y
@Hunter873J,2,0.18181818181818182,879,869,0,1,0,0,0,7,1,y
@bturner72812,0,0.0,879,2063,4,2,3,1,0,8,0,y
@nursie6,0,0.0,875,1323,2,2,0,1,0,6,1,y
@jarheadrn2gmail,0,0.0,875,1863,0,5,0,0,0,2,0,y
@mirandafraun,0,0.0,871,1959,0,3,0,1,0,7,0,y
@puravidanaples,0,0.0,871,15,0,10,1,0,0,13,1,y
@AlleySara,2,0.2,870,1265,0,3,0,0,0,5,3,y
@JenJasmin75,2,0.16666666666666666,870,1000,3,4,1,4,0,10,1,y
@JericahMarie_,2,0.14285714285714285,870,638,0,5,0,0,0,0,4,n
@StlMagnolia1,2,0.15384615384615385,867,546,1,3,1,0,0,9,1,y
@LivinNCin,3,0.3,865,1377,0,19,0,2,1,13,1,y
@SkyeBlaak,2,0.2,864,837,0,0,0,0,1,2,1,y
@Loritrufit,1,0.09090909090909091,864,1604,1,2,1,0,0,3,0,y
@superrmaxine_,0,0.0,863,109,0,0,0,0,1,1,1,n
@BadAdviceNurse1,3,0.1875,860,17,5,3,4,0,0,9,8,n
@jshelp84,0,0.0,856,948,0,0,0,1,0,3,1,y
@nurseauthors2,0,0.0,856,1989,3,3,2,0,0,7,7,n
@ArizonaNurse,2,0.15384615384615385,855,304,3,4,0,3,1,5,1,y
@AtkinDiana,2,0.18181818181818182,852,1970,0,14,0,0,0,8,3,y
@daysharena,0,0.0,852,693,0,4,0,0,1,1,2,n
@gotghost5,0,0.0,851,1292,0,3,0,2,0,13,4,y
@MissLeahCooke,3,0.21428571428571427,850,501,0,10,0,0,0,4,1,y
@LaToyaLemons,3,0.23076923076923078,847,1967,2,7,1,0,0,8,2,y
@Nonnie_Linda,2,0.15384615384615385,845,1153,1,2,0,0,0,7,0,y
@PriaCelestee,2,0.15384615384615385,843,809,0,3,0,0,0,0,3,n
@itsclaremarie,0,0.0,843,931,0,2,0,1,0,6,0,y
@AuthorGSarpong,3,0.2,842,1586,0,13,0,0,0,8,3,y
@andreawiley_,0,0.0,839,898,1,0,0,0,1,2,3,n
@AlexIrvineYork,3,0.2,838,1220,2,11,1,1,0,11,2,y
@ThePrayingNurse,3,0.1875,838,2013,1,5,0,0,0,9,1,y
@AnonLadyRN,4,0.36363636363636365,836,129,5,2,3,3,0,7,2,y
@Scrubsandsquats,1,0.0625,834,310,1,5,1,0,0,4,0,y
@BareroRose,2,0.18181818181818182,834,259,0,3,0,0,0,0,1,n
@GlamNurse614,2,0.15384615384615385,834,358,0,5,0,0,0,4,0,y
@MamaMMcCall,4,0.3333333333333333,831,1083,2,8,1,1,0,11,0,y
@Aaryon_Nurse,2,0.15384615384615385,831,1851,0,4,0,0,0,0,2,n
@jwhorsley,0,0.0,828,847,1,9,1,0,0,5,0,y
@eneaangela,0,0.0,828,692,1,6,0,0,0,3,4,n
@miguelkaAllie,1,0.07142857142857142,823,811,0,0,0,2,0,6,8,n
@Jada_btw,1,0.1111111111111111,823,657,0,2,0,0,0,0,1,n
@Logan_A_Gates,3,0.21428571428571427,823,1587,2,5,2,0,1,3,5,n
@lundgrenmall,0,0.0,822,1941,0,2,0,0,0,5,0,y
@debilesigger25,0,0.0,821,83,3,5,1,3,0,9,0,y
@nanciesuzan,0,0.0,820,1864,1,0,0,1,0,6,1,y
@1f466e0965924bb,0,0.0,820,2062,4,0,1,1,0,3,4,n
@crystaljordan94,0,0.0,819,617,1,0,0,0,1,5,1,y
@CApparitionSE,4,0.2857142857142857,815,362,0,3,0,0,0,11,0,y
@LaReinanurse1,2,0.14285714285714285,813,604,2,10,1,1,0,13,1,y
@Nurse_Gerard,2,0.15384615384615385,813,780,0,0,0,0,0,0,7,n
@angelhart1988,0,0.0,811,2178,3,1,3,1,0,3,1,y
@HeeeeyPril,2,0.18181818181818182,809,326,0,2,0,0,0,1,0,y
@hevmariee,0,0.0,807,646,0,7,0,0,0,1,3,n
@JrtrippjrR,2,0.18181818181818182,806,2032,0,15,0,0,0,9,0,y
@camoprep,0,0.0,803,527,3,0,2,1,0,3,6,n
@D_Desss,2,0.25,801,953,0,4,0,0,0,0,3,n
@PregWorld,2,0.2,801,3111,1,4,0,1,0,7,2,y
@teejaaayasf_,0,0.0,799,823,0,13,0,0,0,0,5,n
@iam_taraa,0,0.0,797,382,1,6,0,1,0,2,2,n
@blairalexisss,0,0.0,797,373,0,8,0,0,0,5,4,n
@lory_pixie,0,0.0,796,1007,0,1,0,1,0,4,1,y
@auroraskilaki,0,0.0,794,570,0,0,0,0,0,2,1,y
@ComedyScript,2,0.15384615384615385,792,1704,0,8,0,0,0,10,0,y
@beloved_quashaa,0,0.0,788,470,0,7,0,0,0,2,0,y
@SuzySmitty,2,0.18181818181818182,788,2394,1,3,1,2,0,6,5,n
@YulandaWhittier,2,0.125,787,1977,0,0,0,0,0,2,0,y
@lucyysmartt,0,0.0,782,1109,0,8,0,0,0,2,0,y
@SNmidwest,2,0.2,781,188,0,1,0,1,1,3,0,y
@Arvien26,1,0.1111111111111111,780,1155,0,13,0,0,0,8,5,y
@LaniBesin,2,0.2,775,1888,0,1,0,1,0,6,2,y
@JadeHaines1,2,0.16666666666666666,775,1063,1,2,0,1,0,9,1,y
@Su_Mitch1121,2,0.15384615384615385,774,1061,2,0,0,2,0,6,10,n
@TechInstPart,3,0.23076923076923078,773,1408,1,0,0,0,0,4,8,n
@bunnie_bae,0,0.0,772,1129,5,6,3,1,0,14,1,y
@bean_______,0,0.0,771,766,3,1,3,0,0,3,0,y
@laurakrooney,0,0.0,769,913,1,13,0,1,0,12,2,y
@horny_mickie,0,0.0,769,1830,2,2,2,0,0,3,3,n
@SaveHealthNurse,3,0.1875,766,947,2,2,0,2,1,7,1,y
@Nurse_surfing,1,0.07142857142857142,765,2172,3,4,1,0,0,10,0,y
@AdvPracPrep,3,0.25,765,4459,3,5,2,0,0,5,0,y
@IcyCosplay,2,0.18181818181818182,764,81,0,1,0,0,0,2,1,y
@FeistySnowflake,2,0.125,764,1376,2,13,1,2,0,5,10,n
@ginah89121,0,0.0,761,81,2,9,0,1,0,8,1,y
@Strax_Sontaran,2,0.13333333333333333,759,1188,4,8,3,0,0,15,0,y
@elizabeth27ann,0,0.0,756,683,0,8,0,1,0,7,2,y
@ICU_gypsynurse,3,0.2,755,394,1,0,0,0,0,2,0,y
@naibaho_siagian,0,0.0,754,204,0,3,0,0,0,17,0,y
@_BriAntwanette,2,0.13333333333333333,753,1480,5,3,4,0,0,3,4,n
@littleworldbeka,0,0.0,753,372,1,8,0,1,1,7,1,y
@heartbreakseven,0,0.0,753,628,1,3,0,0,1,0,1,n
@LightenedWinter,2,0.125,752,1242,4,11,2,3,0,11,0,y
@aduseijennifer1,0,0.0,752,611,0,3,0,1,0,5,1,y
@andrew_bogg,0,0.0,751,1148,2,1,1,1,0,6,3,y
@AverageAnonMiss,3,0.1875,747,344,0,14,0,0,0,0,4,n
@MattmMurdockDD,4,0.26666666666666666,747,1411,0,11,0,0,0,19,0,y
@iamsarahfix,0,0.0,746,312,0,1,0,0,1,0,1,n
@4angel4ever88,0,0.0,746,323,4,4,3,1,0,3,5,n
@johnhan79583770,0,0.0,746,643,0,5,0,0,0,3,0,y
@HSam_Christina,3,0.2,745,1709,0,11,0,0,0,7,0,y
@Gravydog316,1,0.08333333333333333,743,1214,0,2,0,0,1,0,5,n
@Ironcladirish,1,0.07142857142857142,743,722,0,22,0,0,0,20,3,y
@JustJaneUK,4,0.36363636363636365,742,628,0,13,0,1,0,16,1,y
@jobfindlynur,0,0.0,742,4831,1,2,0,0,0,3,6,n
@TheBabyfriend,2,0.14285714285714285,741,774,0,13,0,0,0,11,1,y
@WeekndsNear,2,0.16666666666666666,739,1251,0,1,0,1,1,1,4,n
@DiAngelina917,2,0.14285714285714285,739,1208,2,3,1,0,0,9,4,y
@RMartine_White,3,0.2,738,2010,0,17,0,0,0,10,0,y
@shimmer_angel,0,0.0,737,782,0,4,0,0,0,5,0,y
@citicorpgroup,0,0.0,734,1948,0,9,0,0,0,1,13,n
@rubyredlips78,0,0.0,733,1977,0,5,0,1,0,10,0,y
@ForeverKaee_,2,0.15384615384615385,730,538,0,1,0,0,0,0,2,n
@tseracing1,0,0.0,728,1290,1,10,2,1,0,11,0,y
@mommybrief,0,0.0,728,1242,0,16,0,0,0,13,0,y
@PostGridNovel,3,0.21428571428571427,728,2029,2,7,1,0,0,2,9,n
@Mlp_kiwipunch,1,0.07142857142857142,728,381,2,0,0,0,0,2,7,n
@Parkin25Marie,2,0.14285714285714285,726,567,2,1,0,0,0,9,2,y
@NaturallyGreer,2,0.13333333333333333,725,916,0,4,0,1,0,7,1,y
@Sarah_ALICE13,6,0.42857142857142855,725,1445,0,6,0,2,0,4,1,y
@forhananim1,0,0.0,723,1123,0,0,0,1,0,3,1,y
@gessellmel,0,0.0,722,961,0,9,0,2,1,10,1,y
@nickyNY722,2,0.18181818181818182,722,2064,0,4,0,0,0,4,0,y
@KellySaynor,2,0.16666666666666666,721,983,0,12,0,0,0,10,1,y
@CanadianNursey,2,0.13333333333333333,717,1132,0,0,0,1,0,9,0,y
@CarterTreacle,2,0.14285714285714285,715,476,3,4,2,0,1,11,2,y
@Dhealthynfitu,1,0.07142857142857142,715,1933,0,2,0,1,0,1,0,y
@MaradonaAndre1,2,0.13333333333333333,715,2024,1,3,0,0,0,6,0,y
@GLekovi,2,0.25,714,1984,1,0,1,0,1,3,1,n
@ksherfield1,0,0.0,714,1015,5,3,3,1,0,12,6,y
@vickymay55,0,0.0,713,880,0,1,0,0,0,7,4,y
@mbatm2009,0,0.0,712,1658,0,14,0,0,0,14,2,y
@S_Allsop81,2,0.18181818181818182,711,1371,2,3,1,0,0,14,1,y
@greentreelcl60,0,0.0,711,1858,0,0,0,0,0,0,0,y
@_eshaaaaaa,0,0.0,710,899,0,3,0,0,0,0,1,n
@bethhsophia,0,0.0,709,355,3,0,2,0,0,4,5,n
@HepCBristol,3,0.25,708,696,0,10,0,0,0,11,1,y
@Nurse_Muscles,2,0.14285714285714285,707,3376,0,15,0,0,0,10,0,y
@protonixpusher,0,0.0,705,96,4,1,2,0,0,7,0,y
@fymyquryqupo,0,0.0,705,1020,2,0,1,2,0,4,1,y
@liveessential1,0,0.0,704,3654,0,16,0,0,0,9,1,y
@_ivanaglez,0,0.0,703,734,1,4,1,0,0,8,0,y
@LouiseGeraghty5,2,0.125,703,1777,0,9,0,0,0,13,2,y
@musicalbxnes,0,0.0,702,2205,0,3,0,0,1,1,6,n
@JoannaDib2,2,0.18181818181818182,701,861,3,1,2,0,0,3,0,n
@OnlyTay_,2,0.2222222222222222,695,693,0,10,0,0,0,0,7,n
@VondaMiller17,2,0.14285714285714285,692,1672,0,7,1,0,0,5,0,y
@THEBitchlnHeels,5,0.3125,691,57,2,1,0,0,1,2,2,n
@CatherineHeigl,2,0.13333333333333333,691,187,0,0,0,0,0,0,0,y
@radenrayanralyn,0,0.0,691,1226,0,1,0,0,0,4,0,y
@FuckinGorgeous3,2,0.125,690,1124,0,9,0,0,0,0,4,n
@skynyrdinards,0,0.0,689,998,0,15,0,0,0,9,3,y
@wardamn_rn,0,0.0,685,577,3,4,1,1,0,10,2,y
@blosxom_,0,0.0,683,625,1,6,0,0,0,6,14,n
@MarinaBlack99,2,0.14285714285714285,682,308,0,12,0,0,0,13,1,y
@BirthTraumaOz,3,0.21428571428571427,679,1145,0,11,0,2,1,12,3,y
@RightSpirit57,2,0.14285714285714285,679,1667,1,7,1,1,0,6,0,y
@encoretelemed,0,0.0,679,676,1,3,0,0,0,5,1,y
@nursedolnick,0,0.0,676,2779,1,9,1,0,0,7,1,y
@wozapapulub,0,0.0,675,810,1,2,1,0,1,0,4,n
@sthabile_pkt,0,0.0,674,952,7,6,4,0,0,13,0,y
@AL2Meta0,3,0.3333333333333333,674,731,5,6,4,0,0,12,5,y
@boobsnsass,0,0.0,673,335,0,2,0,1,0,2,1,y
@NJScosmetics,3,0.23076923076923078,672,1092,1,1,0,0,0,13,0,y
@nurseslaughing,0,0.0,672,799,3,4,1,1,0,9,0,y
@BiSlutshy,2,0.2,672,871,0,2,0,0,0,10,2,y
@Katy_lamb_2,1,0.08333333333333333,672,491,0,12,0,0,0,8,1,y
@i_mmk0107,0,0.0,672,558,0,1,0,0,0,1,0,y
@Calamity_Jayne_,2,0.125,671,655,2,11,1,1,0,9,0,y
@zachdrew4,0,0.0,670,1547,0,6,0,0,1,0,4,n
@HaileyChristy,2,0.14285714285714285,669,1521,1,0,0,0,0,9,1,y
@keepnupwitclaud,0,0.0,669,485,0,5,0,0,0,4,0,y
@anne_slam,0,0.0,668,1738,2,4,0,2,2,13,1,y
@JeremyWBrown01,3,0.2,668,2553,1,14,1,0,0,1,5,n
@sinead_mehigan,0,0.0,668,778,1,1,0,3,0,2,1,y
@lulu_twitch,0,0.0,668,254,1,16,1,1,0,14,2,y
@jaz_zayy,0,0.0,663,483,0,0,0,0,1,0,1,n
@gracejclarke,0,0.0,659,340,2,5,1,2,0,8,1,y
@jess_x91,0,0.0,659,1520,0,0,0,0,1,0,0,n
@enasharp52,0,0.0,659,767,0,4,0,0,0,7,1,y
@BBC_BJ86,5,0.5555555555555556,657,29,0,8,0,1,0,6,0,y
@BenitoKristen,2,0.14285714285714285,656,473,0,3,0,0,0,1,3,n
@ian_ianrbruce1,0,0.0,656,843,2,0,0,3,1,5,1,y
@b0740db96d86409,0,0.0,655,1975,2,4,1,1,0,3,5,n
@NursesRoar,2,0.18181818181818182,655,726,2,1,0,1,1,7,2,y
@RedWhiteDrink,3,0.21428571428571427,653,914,0,4,0,0,0,2,0,y
@HockeyGirlWendy,3,0.1875,653,689,0,3,0,0,0,6,0,y
@DaviesGill14,2,0.15384615384615385,652,1463,1,5,0,3,1,9,2,y
@BensonDeja,2,0.18181818181818182,652,1182,0,7,0,0,0,2,1,n
@SassySNProbs,4,0.3076923076923077,652,318,1,0,0,1,0,2,2,n
@Punc14Zena,2,0.18181818181818182,651,1473,0,7,0,0,0,2,7,n
@anamargame,0,0.0,651,1215,3,2,3,0,0,9,2,y
@TracyCarrillo15,2,0.125,650,1229,0,6,0,0,0,2,2,y
@gaoutlander,0,0.0,650,344,0,5,0,0,0,3,0,y
@babe_nurse,0,0.0,649,616,0,6,0,0,0,5,0,y
@suftgifsin,0,0.0,649,450,0,8,0,0,0,1,4,n
@meiramiyuPACOS,5,0.3333333333333333,649,179,0,0,0,0,0,0,6,n
@MariaCarb65,2,0.16666666666666666,648,689,0,10,0,0,0,6,0,y
@marathonmatron,0,0.0,646,1026,2,9,1,1,0,8,1,y
@ElinaWhitsett,2,0.14285714285714285,643,1964,0,13,0,0,0,12,1,y
@RA_Kitty21,3,0.2727272727272727,643,458,0,5,0,0,0,4,0,y
@GraciousHealer,2,0.13333333333333333,643,271,1,12,0,0,0,8,1,y
@dallaswhitesky,0,0.0,641,1119,2,2,1,1,1,1,4,n
@TheVetNurseJnl,4,0.26666666666666666,641,945,0,4,0,0,0,3,4,n
@nursec1994,0,0.0,640,414,0,6,0,0,0,2,0,y
@fazel2015,0,0.0,639,995,0,0,0,0,0,0,0,y
@RNNightlife,3,0.25,638,1121,3,7,1,0,0,11,1,y
@SweetHeartAd,3,0.23076923076923078,637,672,1,2,1,2,1,4,10,n
@Shabrina_lfc,1,0.07692307692307693,635,579,0,6,0,1,0,8,0,y
@johnjhayzie,0,0.0,635,1625,3,1,2,0,0,3,2,n
@VALEITE259,7,0.6363636363636364,635,778,1,7,1,0,0,15,2,y
@kidsheroseries,0,0.0,635,425,0,17,0,0,0,9,3,y
@evergreenxqueen,0,0.0,634,567,0,15,0,0,0,1,4,n
@Nannette6988,1,0.07692307692307693,633,654,2,1,0,3,0,7,1,y
@PristinHomecare,2,0.125,633,700,0,5,0,0,0,5,9,n
@Sassypsycho53,1,0.07142857142857142,633,1478,3,4,1,0,1,3,7,n
@saigebartel,0,0.0,632,414,1,11,0,1,0,12,1,y
@tastylacie,0,0.0,629,751,0,4,0,0,0,2,3,n
@Healing_Nurse,2,0.14285714285714285,629,179,3,0,2,1,0,6,0,y
@ChiefNurseNUH,5,0.35714285714285715,628,52,0,0,0,0,0,0,0,y
@traceyhardy789,0,0.0,626,952,0,3,0,0,0,5,2,y
@fitnurse2014,0,0.0,626,1291,0,0,0,1,0,4,2,y
@cutejany,0,0.0,625,493,0,3,0,0,0,0,4,n
@PJBeachey,3,0.3,624,1022,1,7,0,0,0,8,1,y
@StraightANurse,3,0.2,624,171,0,6,0,0,0,2,5,n
@sarahgenove24,0,0.0,623,356,0,7,0,1,0,5,1,y
@alexandra_mh3,0,0.0,622,1823,0,3,0,0,0,1,0,n
@xoxomissjess,0,0.0,622,363,0,2,0,0,0,2,2,n
@MaryJanePP1,4,0.3333333333333333,622,186,0,6,0,0,0,6,1,y
@SpottedTiger,2,0.15384615384615385,621,832,0,16,0,0,0,10,0,y
@livinglyf12,0,0.0,621,1705,1,1,1,0,0,5,1,y
@AdriannaBlaise,2,0.13333333333333333,620,1693,5,0,4,0,0,9,0,y
@NurseResidency,2,0.13333333333333333,620,6,3,0,2,0,0,3,0,n
@JonScattergood,2,0.13333333333333333,620,801,4,4,2,2,0,4,3,y
@MissMaldanoxo,2,0.14285714285714285,620,984,2,5,2,1,0,9,1,y
@lauraevelynbee,0,0.0,619,511,1,1,0,2,1,6,1,y
@enRICHment__,4,0.3076923076923077,618,829,1,5,0,0,0,4,8,n
@KCLSU_vpeh,5,0.45454545454545453,617,465,1,8,0,1,0,4,2,y
@Ald0willl,1,0.1,617,2078,0,0,0,0,0,9,2,y
@nurse_chatter,0,0.0,616,1990,0,2,0,0,0,2,1,y
@RSCH_RespNurses,6,0.375,615,384,2,3,0,0,0,9,1,y
@LifeAsWeNurseIt,5,0.3125,612,289,2,2,0,0,0,7,2,y
@sexayy__,0,0.0,611,756,0,0,0,0,2,0,2,n
@iloveon84000179,0,0.0,611,1883,3,2,0,3,0,0,5,n
@Chritty77,1,0.1,611,1108,2,0,0,4,0,6,1,y
@Hell_Kitten4,2,0.15384615384615385,611,1476,2,6,0,3,0,4,1,y
@moniquehenry15,0,0.0,611,522,0,16,0,0,0,14,0,y
@BOwensRN89,4,0.36363636363636365,611,1964,0,11,0,0,0,8,1,y
@ameliamaryx,0,0.0,610,435,0,12,0,0,0,1,2,n
@dadahamac,0,0.0,609,1065,0,0,0,0,0,9,0,y
@SaraBaduria,2,0.16666666666666666,609,636,0,19,0,1,0,5,2,y
@meanimemean,0,0.0,608,105,0,1,0,0,0,2,0,y
@ChrystineShaw,2,0.14285714285714285,608,1963,6,1,3,2,0,10,4,y
@nurse4lyf73,0,0.0,608,2454,4,4,2,0,0,13,1,y
@tanasia_thomas,0,0.0,605,568,0,11,0,0,0,5,2,y
@madrigaljulian2,0,0.0,605,681,0,0,0,0,0,0,0,y
@andrenigel07,0,0.0,603,1440,0,5,0,0,0,8,0,y
@TheGayNurse_,3,0.23076923076923078,601,158,2,4,2,0,0,5,0,y
