screen_name,upper_letter_count,upper_ratio,followers_count,friends_count,bio_auto_Yes_freq_terms,bio_auto_No_freq_terms,class
@TheGayNurse_,3,0.23076923076923078,601,158,5,0,y
@CaseyDumont,2,0.16666666666666666,600,214,6,1,y
@zenkristel,0,0.0,600,1495,2,0,y
@Onlii4aBoss,2,0.16666666666666666,600,1059,4,0,y
@jaxiebella,0,0.0,600,578,4,7,n
@LilIowaGirl,3,0.25,600,460,1,8,n
@roninicolee,0,0.0,600,448,3,7,n
@Tr2ck_Baby,2,0.18181818181818182,599,894,1,4,n
@screvmom,0,0.0,599,1661,1,0,y
@BawseySnob_,2,0.16666666666666666,596,365,0,3,n
@sarahjaynewrts,0,0.0,596,735,5,4,y
@RinascitaVitaYT,4,0.25,596,824,3,9,n
@davinashacklet2,0,0.0,595,972,8,1,y
@KarkiAachal,2,0.16666666666666666,593,1011,10,0,y
@iamloolaloo,0,0.0,592,1991,0,2,n
@RNDeandreBASS,7,0.5,592,909,8,1,y
@artgrljan,0,0.0,591,2151,10,2,y
@stanner1025,0,0.0,590,1164,11,1,y
@intanshafenaa,0,0.0,588,561,0,4,n
@nursebromo1,0,0.0,588,699,5,0,y
@Breathless_Bird,2,0.125,587,242,15,2,y
@studentnurse16,0,0.0,587,1075,3,5,n
@jakol6969,0,0.0,586,627,2,6,n
@rad_elizabeth,0,0.0,585,268,10,1,y
@WhiteBBCSlut,5,0.38461538461538464,585,140,5,11,n
@Nursenance9,1,0.08333333333333333,584,466,4,6,n
@keiraaaaa__,0,0.0,583,527,0,0,n
@MelanieMallari4,2,0.125,583,1101,3,0,y
@WieseSylvia,2,0.16666666666666666,582,837,12,1,y
@Susan_Mktg,2,0.18181818181818182,582,1072,5,7,n
@SweetJesusGirls,3,0.1875,582,771,4,1,y
@MHWarriorUK,5,0.4166666666666667,581,647,11,1,y
@nicolelimqueHP,2,0.13333333333333333,580,332,2,0,y
@CalMidwives,2,0.16666666666666666,578,687,3,7,n
@hellonursemed,0,0.0,578,591,0,12,n
@lilly_lovin,0,0.0,578,1207,2,3,n
@a_alexis21,0,0.0,577,1192,4,1,y
@northwestwife,0,0.0,577,516,1,4,n
@LisaAnnSpringer,3,0.1875,576,490,15,2,y
@iamsuper_emak,0,0.0,576,399,4,1,y
@sassylauRN,2,0.18181818181818182,575,400,7,3,n
@HeyyNurse,2,0.2,575,52,3,0,y
@bowsandpearls12,0,0.0,575,239,0,4,n
@Marrri_oxo,1,0.09090909090909091,575,514,2,8,n
@SarahH81x,2,0.2,575,1224,3,1,y
@pds111183,0,0.0,575,752,4,0,y
@ItsChapmann,2,0.16666666666666666,574,953,0,3,n
@Doit4thebootyy,1,0.06666666666666667,573,748,4,0,y
@maymarjorienilo,0,0.0,571,150,1,0,y
@Prolifefriend,1,0.07142857142857142,571,1347,8,1,y
@KarmaNursing,2,0.15384615384615385,571,271,5,9,n
@babydollRICH_,4,0.2857142857142857,570,1257,3,3,n
@gmaildotorg,0,0.0,567,1845,13,1,y
@Alida_Franches,2,0.13333333333333333,564,849,0,3,n
@FeelinMeJonzey,3,0.2,563,1273,0,4,n
@LeahMichelle301,2,0.125,563,501,3,7,n
@CatGobeil,2,0.2,563,59,2,10,n
@SThijzen,2,0.2222222222222222,562,1862,3,0,y
@Nursingmoments,1,0.06666666666666667,562,877,11,2,y
@CannaHeatheRN,4,0.2857142857142857,561,629,0,0,y
@lexie1487,0,0.0,561,2079,6,8,n
@celinebeaut1,0,0.0,561,820,6,0,y
@maggieclarkelpt,0,0.0,558,265,9,2,y
@AnnaKrosp,2,0.2,557,1784,4,0,y
@bearcunningham,0,0.0,557,149,5,0,y
@HeadRNColumbia,4,0.26666666666666666,557,386,11,2,y
@LewdVaporeon,2,0.15384615384615385,556,285,3,6,n
@nursehumor_,0,0.0,556,523,0,0,y
@kath_leech,0,0.0,555,781,15,0,y
@helenllowe,0,0.0,553,1316,12,1,y
@_Max_Walker,2,0.16666666666666666,552,380,1,3,n
@nurselife_,0,0.0,551,161,8,2,y
@tim_oconn,0,0.0,551,2124,10,1,y
@CourtneyShante1,2,0.125,549,1077,1,2,n
@EmpowHerHealth,3,0.2,548,1058,9,1,y
@Jam3sPJ,3,0.375,547,553,9,1,y
@brooklinbeautyy,0,0.0,547,916,0,0,n
@healthyfit_sea,0,0.0,545,490,7,3,y
@NurseBloodyVal,3,0.2,545,403,13,0,y
@Billy9711,1,0.1,544,1012,10,4,y
@USArmyGrlfriend,4,0.25,544,289,1,7,n
@KatherineVgt,2,0.15384615384615385,544,1123,7,1,y
@Menphysc2gether,1,0.0625,543,1965,4,0,y
@bigsisterhouse,0,0.0,542,954,13,1,y
@alittlelondoner,0,0.0,542,480,6,1,y
@ShoulderTo,2,0.18181818181818182,542,938,11,2,y
@KaitlynnMadden,2,0.13333333333333333,542,1655,6,6,n
@wilvz04,0,0.0,541,743,11,3,y
@HugYourNurses,3,0.21428571428571427,540,530,0,0,n
@NeuvooNurSD,4,0.3333333333333333,540,1602,1,9,n
@nada_sani,0,0.0,539,1245,0,6,n
@XXXkendraCam,4,0.3076923076923077,539,1427,2,5,n
@AngiyMichael22,2,0.13333333333333333,538,1642,10,2,y
@hsmounce,0,0.0,538,1747,1,1,y
@Lori_Slocum,2,0.16666666666666666,538,384,4,0,y
@JEAJobs,4,0.5,537,817,1,5,n
@maryelang,0,0.0,537,750,2,1,y
@DavidAinsNHS,5,0.38461538461538464,537,448,9,3,y
@eman4salah1992,0,0.0,537,718,4,0,y
@RamonaSuperfici,2,0.125,536,1142,6,1,y
@GeorgianMess,2,0.15384615384615385,536,127,0,2,n
@_bbrreeee_,0,0.0,536,394,3,0,y
@naturalserendi3,0,0.0,536,789,2,0,y
@Leslie_Blount,2,0.14285714285714285,534,1055,8,2,y
@Alyssa122690,1,0.07692307692307693,532,1504,3,1,y
@coleleigh3000,0,0.0,532,1016,2,4,n
@cherhubsher,0,0.0,530,651,11,0,y
@renurture,0,0.0,530,1709,2,0,y
@ccnairforce,0,0.0,530,964,12,1,y
@knifehat1,0,0.0,529,1784,14,2,y
@surabooks,0,0.0,529,500,1,14,n
@Anna_m_Edwards,2,0.13333333333333333,528,768,3,10,n
@seethenp,0,0.0,527,148,4,4,n
@RnToday1,2,0.2222222222222222,527,2093,4,4,n
@nagsusa,0,0.0,527,1561,3,6,n
@janbhess,0,0.0,526,783,10,2,y
@gala_crna,0,0.0,526,534,3,7,n
@EDnurserants,2,0.15384615384615385,526,723,1,2,n
@__oohNaNa,2,0.2,525,461,1,1,n
@Ludy_Asher,2,0.18181818181818182,525,1637,9,0,y
@JaysGordon,2,0.18181818181818182,524,1338,13,0,y
@no1offers_tees,0,0.0,524,1998,6,3,n
@thatloudRN,2,0.18181818181818182,523,314,10,2,y
@henry33tan,0,0.0,523,40,11,1,y
@NecrotizinFlesh,2,0.125,522,1833,4,11,n
@BlockTherapyRN,4,0.26666666666666666,522,1035,8,1,y
@TheHappyFatKid,4,0.26666666666666666,521,254,7,1,y
@thorntongillia1,0,0.0,521,1017,6,1,y
@TeamCarliNorris,3,0.1875,521,7,2,14,n
@ThatPedsMurse,3,0.21428571428571427,521,637,3,12,n
@melkaterupp,0,0.0,520,721,10,0,y
@ReeemAlharthi,2,0.14285714285714285,520,541,8,4,y
@CarleeGrantham,2,0.13333333333333333,520,1133,6,6,n
@KittenishChan,2,0.14285714285714285,519,2,2,6,n
@BREADSTIXRYUM,13,0.9285714285714286,519,768,6,5,n
@NNUBonnie,4,0.4,519,749,11,0,y
@nursecierra,0,0.0,519,1509,3,6,n
@LeMesaSStMary1,5,0.3333333333333333,518,665,8,0,y
@cloverleafchron,0,0.0,517,751,9,3,y
@claire_ALN,3,0.2727272727272727,517,1176,6,0,y
@tim_redchupka,0,0.0,517,1166,2,7,n
@SassyAle_XO,4,0.3333333333333333,516,1720,2,4,n
@wadznapuntukan,0,0.0,515,433,2,2,n
@stanwhitt1,0,0.0,514,857,4,0,y
@OhGoshIts_Tash,4,0.26666666666666666,512,603,3,2,n
@bethiyotte,0,0.0,512,456,0,1,n
@MerDer_obsessed,2,0.125,512,459,7,1,y
@KMcchord,2,0.2222222222222222,511,834,14,0,y
@OHSnursezoe,3,0.25,510,700,13,0,y
@jonnybaldy,0,0.0,510,1153,12,2,y
@cindy_masindis,0,0.0,507,1898,7,0,y
@tommoME78,2,0.2,507,95,4,12,n
@Seanlicious25,1,0.07142857142857142,506,505,2,0,y
@nourelhodasala1,0,0.0,504,1139,4,0,y
@Adebisi326,1,0.09090909090909091,504,1535,8,2,y
@Graciana91,1,0.09090909090909091,503,1218,4,3,n
@GabsBalka,2,0.2,502,605,2,2,y
@cpchamakalayil,0,0.0,502,1866,2,5,n
@http__mariah,0,0.0,502,574,0,2,n
@BetaDerHale,3,0.25,501,860,8,0,y
@lm_mays,0,0.0,500,692,0,3,n
@fangirl_reedus,0,0.0,500,872,12,4,y
@iirishx,0,0.0,499,277,5,2,n
@Auntbean09Jill,2,0.13333333333333333,499,214,7,0,y
@TaralynRJohnson,3,0.1875,497,494,7,2,y
@mightynursemeg,0,0.0,497,492,2,3,n
@hallleslie54,0,0.0,497,859,13,0,y
@TnMurse,2,0.25,496,372,2,6,n
@Marz_614,1,0.1111111111111111,495,844,0,1,n
@ER_Nurse_Diva,4,0.2857142857142857,495,263,5,0,y
@BandBbyAnna,3,0.25,494,944,14,0,y
@cathy_moore__,0,0.0,494,2705,12,3,y
@hill_karenhill3,0,0.0,493,673,3,4,y
@crash_n2me,0,0.0,493,1719,10,1,y
@EwayyBrown,2,0.18181818181818182,493,1567,2,2,n
@AlisonLuckham,2,0.14285714285714285,492,330,8,2,y
@proud2byounique,0,0.0,492,716,4,0,y
@LongLostStark,3,0.21428571428571427,492,981,9,1,y
@SalliPilcherNHS,5,0.3125,491,718,14,1,y
@zandilez636,0,0.0,491,1404,8,4,y
@leaskalechip,0,0.0,490,732,3,10,n
@CelineFanpage,2,0.14285714285714285,489,498,1,8,n
@Satalightdish,1,0.07142857142857142,488,1533,6,6,n
@audreyringrose,0,0.0,487,444,4,9,n
@ranieldale,0,0.0,487,205,3,1,y
@MothersNatureMA,4,0.25,486,2005,1,6,n
@UANurseResearch,4,0.25,485,300,1,2,n
@stephanienettl2,0,0.0,484,1182,2,2,y
@wynter_simone,0,0.0,484,854,2,0,y
@mjafari47,0,0.0,482,465,6,0,y
@DreeaaaJ,2,0.2222222222222222,482,439,8,1,y
@roniefhelapsay1,0,0.0,481,535,7,1,y
@SierraRex,2,0.2,481,259,0,1,n
@RandiWoodford,2,0.14285714285714285,479,324,13,1,y
@e6c4a9e9889d40a,0,0.0,479,743,15,1,y
@ashleyrenee_6,0,0.0,478,468,1,3,n
@SpexyLexi,2,0.2,476,1017,2,5,n
@Strictly_Zoe,2,0.15384615384615385,476,50,2,1,y
@falroubaiai,0,0.0,475,1271,6,1,y
@drjendoering,0,0.0,475,1259,8,1,y
@soccerguy1515,0,0.0,473,1246,4,0,y
@Tyde_1,1,0.14285714285714285,472,30,12,0,y
@MelaniesFiber,2,0.14285714285714285,471,903,9,3,y
@Guardian_Lily,2,0.14285714285714285,469,181,9,1,y
@whitegirl4eva02,0,0.0,469,801,1,1,n
@TheMindNurse,3,0.23076923076923078,469,1673,11,2,y
@AllAboard1991,2,0.14285714285714285,469,790,5,8,n
@LindaMannsLinne,3,0.1875,468,2632,4,0,y
@salazar121378,0,0.0,468,1184,3,0,y
@serri_b,0,0.0,467,459,13,5,y
@RNalways4ever,2,0.14285714285714285,467,1521,9,0,y
@SarahBurton1983,2,0.125,467,381,11,1,y
@EthanTaj11,2,0.18181818181818182,466,688,10,2,y
@julia_towns,0,0.0,466,452,9,1,y
@aaronburkholde4,0,0.0,466,1642,4,11,n
@AmbriaBone,2,0.18181818181818182,466,1406,6,4,n
@Juulyeeen,1,0.1,465,320,0,2,n
@jrobbzz,0,0.0,465,359,0,1,n
@shellieboo364,0,0.0,464,488,12,1,y
@CDesRock88,3,0.2727272727272727,463,700,14,1,y
@Quin_Marek,2,0.18181818181818182,463,332,1,3,n
@MariamSimpal,2,0.15384615384615385,463,1302,1,7,n
@2dogsplusbaby,0,0.0,463,612,10,0,y
@knifton2,0,0.0,463,936,11,1,y
@Harrietilistic,1,0.06666666666666667,462,300,0,0,n
@KristyTheresa,2,0.14285714285714285,462,1424,6,1,y
@breedaniellexo,0,0.0,461,1326,2,10,n
@Rad_Aesthetics,2,0.13333333333333333,461,1784,11,0,y
@rachel_dumais,0,0.0,460,728,3,0,y
@LizAllibone,2,0.16666666666666666,460,476,15,4,y
@KathleenDolphin,2,0.125,460,724,9,1,y
@montrubytea,0,0.0,460,1084,3,8,n
@Ohh_Nailah,2,0.18181818181818182,458,444,1,3,n
@CutelyPuff,2,0.18181818181818182,458,721,2,10,n
@S3Solutions4U,3,0.21428571428571427,457,960,2,14,n
@ashaaaa_b,0,0.0,457,510,0,1,n
@pokecon_bot,0,0.0,457,1,2,9,n
@lyric4596_lyric,0,0.0,456,479,0,3,n
@lewdnurseslut,0,0.0,455,320,5,4,n
@bellaaawilson,0,0.0,455,994,1,5,n
@shirley27jones,0,0.0,454,855,4,1,y
@nightingaleink,0,0.0,453,558,12,6,y
@CorpDominatrix,2,0.13333333333333333,452,394,12,0,y
@ThaaatsSoRaven,3,0.2,452,298,3,3,n
@QOL4olderadults,3,0.1875,452,781,11,1,y
@christineloffer,0,0.0,452,1194,2,1,y
@mamma_life,0,0.0,450,439,1,2,y
@ellehcim1Dluv,1,0.07142857142857142,450,890,4,2,y
@Crazyformascara,1,0.0625,449,1984,6,2,y
@brieannabee,0,0.0,449,862,2,0,y
@HBarnesPhD,4,0.36363636363636365,448,629,3,2,y
@TheFuriousNurse,3,0.1875,447,422,2,1,n
@mwleonard64,0,0.0,447,1194,11,4,y
@abbie_tuffin,0,0.0,446,563,0,0,n
@Thank_A_Nurse,3,0.21428571428571427,446,765,4,1,n
@Davies74E,2,0.2,446,977,7,2,n
@MariniTika2,2,0.16666666666666666,446,1029,0,1,n
@LloydShaz,2,0.2,445,636,4,3,y
@O2BAGoonerUSA,7,0.5,445,531,4,0,y
@Nurse_RK,3,0.3333333333333333,443,617,5,3,y
@Indielnd,1,0.1111111111111111,442,440,2,0,n
@xxgeexx44,0,0.0,442,3637,1,1,y
@gungirlfungirl,0,0.0,441,1928,7,4,y
@callme_mechelle,0,0.0,440,411,0,0,n
@SolomonBarroa,2,0.14285714285714285,440,440,0,1,n
@KyLehman13,2,0.18181818181818182,440,486,5,1,y
@janice_laughlin,0,0.0,439,1170,1,1,y
@PJCracknellACC,6,0.4,438,1544,4,1,y
@anntew1,0,0.0,438,1085,4,0,y
@spicticus,0,0.0,438,956,0,0,y
@yahner_donrn,0,0.0,437,1280,6,1,y
@Xavieerr17,1,0.09090909090909091,437,485,0,0,n
@marlene7wwp,0,0.0,437,1141,1,0,y
@MaxLou7,2,0.25,437,1854,2,0,y
@tracyreek,0,0.0,436,763,5,1,y
@critic_tv_,0,0.0,436,2242,7,3,y
@MattersNursing,2,0.13333333333333333,436,1987,4,1,n
@XOsimplybri_,2,0.15384615384615385,435,521,0,0,n
@RealNurseLife,3,0.21428571428571427,435,658,0,0,n
@BoredMurse,2,0.18181818181818182,435,909,8,2,y
@sfrazee1,0,0.0,434,286,6,1,y
@AileenCollier15,2,0.125,433,845,5,2,y
@lanagraymills,0,0.0,433,429,4,0,n
@dyoung_97,0,0.0,433,704,2,0,n
@gosia_bal,0,0.0,433,536,0,2,y
@champaynelovely,0,0.0,432,450,7,1,n
@PackMamaMcCall,4,0.26666666666666666,431,155,7,5,y
@welcometofresno,0,0.0,431,2163,3,0,n
@nursediaryapp,0,0.0,429,1951,3,4,n
@nichellesaraii,0,0.0,429,366,4,2,n
@LahbabyBeenDown,3,0.1875,429,921,3,2,n
@xinempl,0,0.0,429,69,0,2,y
@Canadian_Camo22,2,0.125,429,615,0,2,y
@PerfectStar05,2,0.14285714285714285,427,204,5,1,y
@BohemiMARJ,5,0.45454545454545453,427,409,3,1,y
@Slavic_Wonder,2,0.14285714285714285,426,732,4,3,n
@kkat1118,0,0.0,425,510,9,0,y
@loren_jebb,0,0.0,424,213,0,1,y
@bandgeek52199,0,0.0,424,1049,4,1,y
@LindahWN,3,0.3333333333333333,423,573,10,2,y
@myriah_groth,0,0.0,423,1717,2,1,y
@Outlander_PR,3,0.23076923076923078,423,4,5,1,y
@AnneRoseEden,3,0.23076923076923078,422,817,4,3,n
@srnigliazzo,0,0.0,422,588,0,1,y
@jaguardacudao,0,0.0,422,387,0,0,y
@Grateful777aj,1,0.07142857142857142,422,595,3,3,y
@southERnMurse15,3,0.1875,422,123,5,1,y
@MariaCamila____,2,0.125,420,317,0,1,y
@koupepecom,0,0.0,420,493,5,2,n
@PrincessCait12,2,0.13333333333333333,419,576,1,0,n
@_alreadyamazing,0,0.0,419,398,5,2,n
@jsphjo_,0,0.0,419,568,0,0,n
@fragmentsmosaix,0,0.0,418,480,9,3,y
@pauldavidkenyon,0,0.0,418,997,3,0,n
@JoConnolly_,2,0.16666666666666666,417,527,4,3,y
@jordanleebowman,0,0.0,417,337,3,1,n
@Lsmorganjlm,1,0.08333333333333333,417,2070,1,1,y
@ProsCa_Nurse,3,0.23076923076923078,417,1838,3,2,y
@BrockbankJanet,2,0.13333333333333333,417,2309,4,2,y
@nurse_JayT,2,0.18181818181818182,417,929,0,0,y
@quadsandcamo,0,0.0,417,250,4,5,n
@weddedcastlefan,0,0.0,416,1020,6,1,y
@cik_mishiii,0,0.0,416,915,0,0,n
@t0mkurus,0,0.0,416,250,0,0,n
@C_McClutchie,3,0.23076923076923078,415,385,4,0,y
@misakimusic0822,0,0.0,415,1513,1,2,n
@TannerJHaas,3,0.25,414,382,1,2,n
@ClaraAndrews16,2,0.13333333333333333,413,1336,2,0,y
@aapaget,0,0.0,412,178,1,0,y
@kickypinky,0,0.0,412,790,1,0,n
@mary_titchener,0,0.0,412,1058,5,4,y
@NonyeSolomon,2,0.15384615384615385,412,412,6,1,y
@probs_nurse,0,0.0,411,0,5,2,n
@ElenaSgrey,2,0.18181818181818182,411,1936,5,3,y
@youniquemorgan,0,0.0,410,1254,6,1,y
@nicoleemariiexo,0,0.0,409,664,1,0,n
@Nurse_Daily,2,0.16666666666666666,409,653,4,1,n
@RealEstateofCFL,5,0.3125,408,708,6,0,y
@promisseee,0,0.0,407,261,2,0,n
@keegannmarah,0,0.0,407,235,3,2,n
@steve_grimbleby,0,0.0,405,523,7,1,y
@strongfitfab52,0,0.0,405,511,7,0,y
@ShunGlizzy,2,0.18181818181818182,404,321,8,0,y
